sentence,target_bigram,difficulty
intact intestine scent into gent intone ant spent rant,nt,2
dent interval pint internal intone interview intuition vent rant interest,nt,2
interval interview dent spent meant sent intent integer gent,nt,2
intuition intense ant intact onto rent scent internal into meant,nt,2
intact bent spent rent intestine vent integer inter,nt,2
intense integer onto intuition invent rant rent gent,nt,2
integer intend unto rent invent interview spent intense sent,nt,2
interpret intention rant internal meant interview sent went intern mint,nt,3
into invent inter interest pint intercourse interpretation interval,nt,3
bent spent cent integrate interaction interrupt intone lent international intervention,nt,3
interconnect intuition interplay Internet rent interference interchange interrelation introduce interdependence,nt,3
tent ant integer intent intact intend vent dent unto,nt,3
intent interpret intervention intention invent interpretation tent sent intense,nt,3
interconnect interrelation sent spent into interview intern intervention,nt,3
invent intend intestine intent intensity gent vent interpretation sent,nt,3
interplay intercourse cent interest tent interaction invent into,nt,3
invent interchange into inter hint interrupt interconnect rent bent mint,nt,3
interest interval vent interpretation gent persistently interrogatively mint,nt,4
incidentally interactively interventionally inter intervention interminably interconnect intone interlude,nt,4
intercourse onto interestingly rant experimentally interpretively rent integer bent,nt,4
unto intestine internal interdependence ant sent intend fundamentally into,nt,4
interdependently instrumentally intact interplay interview went interference international,nt,4
internationally tent invent interpret substantially spent intent interconnectedly cent intention,nt,4
hint lent scent introduce interrupt intern Internet intuition interrelation consistently,nt,4
integrate interaction intensity pint intense dent consequently meant interchange,nt,4
interaction interpretively interrelation ant integrate Internet intend unto intuition,nt,4
interpret interventionally intense interactively integer pint introduce interlude,nt,4
song long gong lung rung sing wing rang,ng,0
king young among gang sung dung bang tung,ng,0
gong lung bang sing among dung tang young,ng,0
ring among rung dung gang rang sung king young,ng,0
rang lung bang wing among gang rung long gong sing,ng,0
tang bang sang wing lung among ring rang song hang,ng,0
gong rung hang ring sang king rang song wing gang,ng,0
song sing bang tung sang gang gong ring rang,ng,0
long hang wing lung sang rung gong song young tang,ng,0
rang bang king sing rung tang tung gong gang,ng,0
sing range anger sung young grunge gong lung hinge hang,ng,1
twinge cringe gang jingle king rang plunge among bungle,ng,1
lunge dung singe single rung tang ring long jungle,ng,1
mangle song angle mange tung fringe angel sang tango,ng,1
jungle sang angle rung jingle rang bungle mange grunge,ng,1
range sing lung singe angle among young twinge king tango,ng,1
sang grunge lunge bungle hang twinge angle dung,ng,1
twinge jingle lunge single song young bungle jungle hang bang,ng,1
sang ring sing among rung mangle grunge fringe twinge,ng,1
fringe mange king jungle angle bungle tango jingle sing range,ng,1
tung sing longer cringe singe ranger single plunge bang sung,ng,2
gang jungle lung grunge anger king jingle sang among song,ng,2
dung hang lunge fringe tango tang finger bungle manger,ng,2
rung stronger young ring stranger singer angel gong,ng,2
hunger younger danger wing mange twinge hinge angle linger ginger,ng,2
sung mange range wing rang hinge lung bang rung,ng,2
mange angel bang linger sang ginger sung singer,ng,2
gong hang grunge range ranger longer gang hunger danger song,ng,2
wing king gong stranger bungle bang finger singer cringe,ng,2
lung jungle long ring hang rang gong tung mangle sung,ng,2
arrangement jingle stranger finger belonging song plunge exchanging challenge,ng,3
language changing engaging mange engagement prearrange king ranger disengaging rung,ng,3
jungle longer hinge fringe tung disengage linger younger conglomerate angel,ng,3
ring tang single singe stranglehold cringe arranging tango strengthen,ng,3
gong anger entangle danger twinge range hunger bungle lung,ng,3
sung dung ranging hang stronger among grunge long,ng,3
wing young sang ginger gang elongate angle singer rearrange sing,ng,3
language bungle wing fringe finger challenge rearrange angle,ng,3
strengthen mangle elongate danger gang longer engagement stronger disengaging tango,ng,3
mange hinge disengaging plunge younger grunge gang stronger danger,ng,3
stranglehold hinge longer ring engagement rang linguistically entanglement stranger,ng,4
mange elongation conglomeration ranger strengthen interchanging sing singer tang,ng,4
lunge bungle mangle sang cringe prolongation angel stronger challengingly bang,ng,4
angle younger jungle arousingly rung tango entangle finger gong,ng,4
changing sung jingle engagingly twinge anger exchangeability rearrangement challenging engaging,ng,4
disengaging congregation plunge prearrange conglomerate manger among challenge wing,ng,4
king arrangement strengthening long rearrange elongate ranging disengage single,ng,4
range tung disengagement linger singe prearrangement danger exchanging dung hunger,ng,4
song young grunge language arranging belonging ginger gang fringe rearranging,ng,4
long linguistically finger jungle bang singer range anger cringe exchangeability,ng,4
seen send sea sect seep set see self seek,se,0
sell seed send seal self seem sea see set seek,se,0
seal see sec seek sect self seed sea sell seep,se,0
sell seed seem sew set seep see sec,se,0
see sec sea sew seem set seal seam sell,se,0
sec see seam set seen sew sect sent sea seep,se,0
sec sew see seed sect seen seam sea set,se,0
sea send sell seem sec seek seal see,se,0
set sew seal seek self see seam sect send,se,0
sec seed seep seen seek see seam set send self,se,0
seen self seek sec select session seal season search sea,se,1
server sever senator sent secure seize seminar serum send sense,se,1
sedate seed seep severe series sew see settle sect,se,1
session sec sever serene search send series serum sense,se,1
sew serum session serene seven severe seed secure select,se,1
sever seen sedate seep seminar serial severe send,se,1
sense secure sedate season sell settle seek seep seem,se,1
sea select seen search seam sew serve session,se,1
seep self select secure serve seek sect serene sent seal,se,1
session send sect seal serve sea seven senator season search,se,1
sect seen sent license search essence sequence send series,se,2
serene selection see seminar consequence seven secure serve sea,se,2
settle season server sense select absence severe seal serum,se,2
self seek sentiment seep secretary sell sew essential,se,2
serial offense seize seed set defense senator seem separator,se,2
sedate seam presence expense semester sever session sec,se,2
severe serial seen selection sec senator license sedate,se,2
self secretary sensation separator see seminar defense send,se,2
selection sec see secure sent select set seem,se,2
essence sent sentiment essential seven send presence session separator,se,2
sect semester essential self sew set consequence presence season obsession,se,3
settle sec server sever seal seed expense license defense sent,se,3
sell session send search seek possession serum see,se,3
senator series seep serial select sense assessment seen seminar,se,3
sentiment offense sedate seize serene serve sea separator secure,se,3
sensation seven seem sequence essence secretary absence severe seam,se,3
season sense license serve seam severe sequence semester see secretary,se,3
see serene sew severe seam server serum settle,se,3
sense seminar consequence sequence set sever expense seen,se,3
sew semester possession search sect sea selection seep sedate,se,3
license seem sedate sea server seize season sent,se,4
sew consequence essentially sell see semester sec presence seam search,se,4
absence series obsessively seed assessment set seven sentiment serene,se,4
settle possession sense seep session self possessively send,se,4
sever sequence serve serial secretary sect seal obsession expense select,se,4
essence selection severe seminar secure senator serum defense sensation separator,se,4
senator offense select seek possessively season secure session sedate sect,se,4
obsession offense obsessively send season series secure sect assessment seven,se,4
essential settle send sew session presence seize sell possession,se,4
seal sedate self search obsession severe separator seven settle,se,4
hard hang harm hank have hash hale had,ha,0
hay has haze hap halt hag ham hand hah,ha,0
hang hap haw hand hay ham hah hat,ha,0
has hank haze ham halt hag hah harm,ha,0
hash hah hat hard hand has haze hap,ha,0
sharp harm hard hap ham haze had hang hay hale,ha,0
have had has sharp hag hand hang haw hah,ha,0
had harm hag has hang hap hat haze hash sharp,ha,0
hah hash hag haw hap has hat hard harm,ha,0
have ham hap hard hang hag hank has hale,ha,0
hash hag havoc have shark hand haw shaft shape,ha,1
share shady has hard happy habit hay hap haze,ha,1
handy hazel ham shake shame had hang hank,ha,1
hat hale haunt harsh hah haiku hatch haven sharp,ha,1
hay hazel hand happy hank haven harsh habit,ha,1
hand haiku hank hap harsh hash shake haw hatch has,ha,1
haze habit hay haw hap sharp share haiku hag,ha,1
hang habit happy hah hatch has hay hap hazel,ha,1
haw hank hand ham shape hang haiku happy,ha,1
ham has harsh hag shaft had shake shape,ha,1
shape share shaft habit hah hatch happy handle charged,ha,2
chapter hap shady chanced happen hag chatting harm hazard,ha,2
havoc shadow sharp haiku has hamper hamlet haze shark,ha,2
hash haunt shade hawker haven had ham have handy shame,ha,2
hatred hale hand shaggy charmed harsh halt hay,ha,2
harvest haw chamfer harbor hang hard shaken chatted shake,ha,2
hard has haiku happen hat hamper hamlet handle hand,ha,2
hat happy hazard hap haze shaken handy has hard hardly,ha,2
hamper hand chanced shady hat haunt chamfer harvest,ha,2
handle hand hazard harbor chatting happen hazel haiku,ha,2
happy hale shaking habitual handshake charming habit harassing havoc hang,ha,3
hamper hawker share shading hard shaft haze chamfer harnessing harm,ha,3
has shady hatch hah haven charmed shaggy chatted hank hamburger,ha,3
handy hazard shaping halt had charting halcyon happen shake hay,ha,3
hag chapter haiku hap hardly characterize hash shadow hat shark,ha,3
hazel shame chatting handle channeling haunt haphazard championing hatred happening,ha,3
challenging chanced haw ham shaken shape harbor have shade sharp,ha,3
hard hah chatted harassing haunt shaping has channeling hatch shaken,ha,3
shape haven shade haw channeling harm handle happening shattering hardly,ha,3
chapter shame characterize had havoc shady hank chatted harvest handy,ha,3
habit chanced charmed shame shaping harvest chaptering charged habitual hamper,ha,4
handle shake haven hash handshake havoc shaking haphazardly,ha,4
characteristically shaken happen chatting happening had shadow handy hardly shark,ha,4
hamburger hawker challenging shaggy shady harbor harm haw shamefully hank,ha,4
hat habituating chartering chapter happy halcyon hand hatch,ha,4
hang championing have haggardly chatted chamfer charismatically haiku shaft,ha,4
hay hazel hah harnessing characterize haze charting harsh,ha,4
shareholding ham harassing hale channeling haphazard haunt harassingly shadowing shade,ha,4
share halt shapeshifting hamlet hag has sharp shamelessly shape,ha,4
hardly have handshake harbor hap charming hawker haze charismatically,ha,4
was gas last past glass vast grass class asp has,as,0
ass ask mast cast fast case base ash,as,0
last base class ash ass ask task cast,as,0
has past ass vase vast ash last task ask,as,0
task class vase past ass fast vast last,as,0
base task vase past vast ash last glass cast,as,0
case past vast fast was ash task ask,as,0
past base case cast gas has mast ash ass,as,0
base ass past asp ash was has gas vast,as,0
past last fast vast grass was cast mast ask ash,as,0
clasp basic ashen asset class grass cast nasty assay,as,1
flask blast task ass tasty glass last fast case aspen,as,1
asp grasp gas raspy has vast aside past,as,1
basis was astir astra ask base ash mast,as,1
aside basic astra fast asset tasty past grass case astir,as,1
gas glass basic raspy astra clasp flask pasty fast ash,as,1
aside astra blast clasp pasty nasty glass ashen basic fast,as,1
asset mast last pasty aside basic clasp ass flask was,as,1
aspen aside task blast asset gas vase case ass astra,as,1
fast base asp last pasty aspen glass flask vase,as,1
ash cast basic vast basket lasting was basis nasty,as,2
base case passage classic past plastic asp pasty hasty,as,2
ask grasp master fast assay glass aspen ashen task has,as,2
astir flask clasp mast gas faster grass class,as,2
asset vase astra blast castle raspy last ass casting massive,as,2
aside flask asp last cast ashen basic gas ask,as,2
grasp aspen asp fast aside castle pasty plastic faster flask,as,2
case flask base clasp last ashen grasp past,as,2
base hasty flask ashen asset gas ask lasting last,as,2
classic assay astra ask glass faster master massive,as,2
devastate asset trespassing cast masquerade basic blast vast astra clasp,as,3
ass massive ask ashen pasty task astir tasty,as,3
ash gas classical assay aside vase grasp case,as,3
plastic encompassing classic harassment has asp disastrous master nasty past,as,3
castle embarrassing class mast faster grass fascinating flask passage,as,3
lasting basket assassination amassing passionate bypassing broadcasting last hasty surpassing,as,3
assistance harassing fast enthusiastic aspen base basis casting,as,3
passage task basis flask harassing enthusiastic trespassing fast raspy master,as,3
encompassing aspen task vase nasty assistance masquerade base,as,3
ass casting mast castle trespassing basic masquerade vast was last,as,3
passionately encompassing masquerading devastate was astra mast surpassingly blast asset,as,4
base faster plastic astir assassinating raspy asp basket,as,4
classical embarrassing nasty masquerade casting basis castle lasting,as,4
fast classically cast pasty enthusiastically harassing ashen enthusiastic,as,4
ash gas vase disastrously assay disastrous assistance fascinating,as,4
last fascinatingly ass vast harassment bypassing broadcasting basic hasty massive,as,4
passage amassing bypassingly past assistively classic trespassingly case grass,as,4
harassingly embarrassingly tasty flask task glass trespassing ask,as,4
devastating grasp has amassingly aside class passionate surpassing encompassingly,as,4
broadcasting passage ashen assistively faster basis masquerading flask,as,4
your out tour our ouch mount would loud hour could,ou,0
round count four you sound pour youth found bound,ou,0
round you four loud could pour sound found,ou,0
round could four our found bound tour your,ou,0
ouch found round sound count bound your loud should,ou,0
found bound hour could would you four out count loud,ou,0
four your pour mount round sound loud should count,ou,0
our youth hour would mount round out count,ou,0
out your our sound ouch should youth hour,ou,0
found mount could your tour youth sound out loud,ou,0
house your bound course four hour you our,ou,1
could should outcome found outlaw sound would doused,ou,1
outline spouse source pour clouse ouch tour count rouse out,ou,1
loud grouse output louse douse outdoor blouse round outrun,ou,1
our output spouse count found outrun sound your outcome louse,ou,1
loud our grouse sound clouse youth douse pour should house,ou,1
should outlet blouse would round mount clouse out,ou,1
hour louse count out outlet mount could outlaw house ouch,ou,1
four ouch clouse mount would outdoor douse outside count house,ou,1
louse ouch out would your round mount grouse output count,ou,1
hour blouse groundwork output course outburst outpost could,ou,2
outbreak spouse council loudly should count roughly youth,ou,2
douse proudly outlaw doubtful doused outline your trouble outward rouse,ou,2
house outright outcome journey our found pour clouse grouse,ou,2
tour account mount source outside four outlet round mouse outrage,ou,2
louse out ouch outreach sound you bound country,ou,2
doubtful spouse proudly council sound outrun outlet outcome,ou,2
outpost outward would outreach our outlaw source out outburst account,ou,2
tour outburst blouse spouse youth country doused should,ou,2
tour output outburst douse spouse youth trouble rouse clouse house,ou,2
outward count course outdoor found vigorous roughly outreach,ou,3
outrun loud outlaw enormous mouse humorous council should outright tour,ou,3
louse rouse outpost youth outline proudly doused output household,ou,3
would counseling out outside glorious victorious trouble our,ou,3
house grouse outcome notorious outrageous outlet throughout loudly clouse groundwork,ou,3
douse mount touchdown pour hour rigorous surroundings encounter foundation four,ou,3
you sound ouch round country blouse outbreak outrage doubtful,ou,3
journey source announcement boundaries journalist account outburst bound,ou,3
tour outreach should house proudly journalist our ouch,ou,3
notorious proudly enormous touchdown outrageous surroundings announcement bound victorious,ou,3
gloriously counterproductively course council outrun outrage would courageously enormously household,ou,4
doused loud counseling your ostentatiously our trouble outbreak outrageously,ou,4
laboriously notoriously output outrageous rigorously outside journey house mouse pour,ou,4
youth source account grouse outline should announcement spouse tremendously,ou,4
outward encounter sound outlaw you loudly boundaries outcome groundwork,ou,4
outpost glamorous out bound victorious bountifully throughout glamorously round enormous,ou,4
douse surroundings outreach mount humorous ouch troubleshootingly notorious,ou,4
country hour rouse could resourcefully doubtful vigorous louse,ou,4
foundation glorious proudly victoriously clouse outlet four groundbreakingly,ou,4
blouse journalist roughly humorously count tour outdoor touchdown,ou,4
iota diode prior pion riot ionic bios lion,io,0
ionic lion pion prior bios diode iota riot,io,0
pion iota diode bios lion ionic prior riot,io,0
iota ionic pion bios prior riot diode lion,io,0
riot bios iota ionic pion diode lion prior,io,0
bios diode prior iota ionic lion riot pion,io,0
bios diode riot iota lion ionic prior pion,io,0
lion iota diode ionic riot prior pion bios,io,0
diode pion prior iota ionic lion bios riot,io,0
diode iota riot ionic lion prior bios pion,io,0
prior mission riot tension notion legion potion diode bios station,io,1
fashion action region motion iota pension nation ionic,io,1
vision fusion version passion lion option ration session,io,1
ration riot legion bios lion nation pion iota diode,io,1
ration ionic diode action potion pion session fashion legion station,io,1
riot lion ionic legion region mission nation iota vision,io,1
action fashion fusion lion iota version region ration potion diode,io,1
passion station riot vision potion session ionic motion,io,1
passion notion pion iota pension lion ration potion version station,io,1
ration ionic pension lion session fashion mission passion potion,io,1
collection tension action devotion fusion prior revolution affection mission perfection,io,2
fashion protection pion session potion region liberation connection bios,io,2
station legion option riot formation domination infection violation imagination,io,2
iota nation selection promotion version vision pension passion ionic,io,2
diode rejection emotion direction motion isolation notion inspection,io,2
pension diode notion tension passion devotion station fashion,io,2
violation option tension station ration prior domination selection protection,io,2
station legion potion vision passion pension infection domination,io,2
fusion direction rejection selection legion motion session diode bios,io,2
prior iota mission version riot passion ration nation,io,2
diode revolution inspection vision bios pension rejection violation affection,io,3
motion isolation mission promotional option iota connection direction,io,3
passion confrontational emotional version motivational consternation legion emotion action,io,3
fusion domination ration potion riot computational compositional station,io,3
promotion organizational devotion fashion collection nation imagination conservational notion lion,io,3
contentious selection perfection ionic prior session constitutional region pion,io,3
condescension conventional formation congregational conversational protection tension infection conditional,io,3
fashion collection emotion congregational violation notion ration confrontational,io,3
liberation contentious fashion isolation inspection fusion mission notion direction devotion,io,3
condescension selection passion connection conversational emotional revolution fusion inspection,io,3
perfection promotional lion diode emotion version congregational pension,io,4
action passion conditional promotion direction selection notion mission,io,4
constitutional prior session devotion compositional revolutionary condescension inspection,io,4
iota connection liberation revolution conventional nation proportional bios legion infection,io,4
conversational fusion confrontational isolation domination station affection potion organizational,io,4
evolutionary riot conservational ionic consternation fashion option protection rejection region,io,4
motion collection violation pion ration contentious tension computational formation motivational,io,4
confrontational selection organizational computational domination bios version mission fusion,io,4
proportional infection conditional diode station revolution domination condescension iota isolation,io,4
collection lion notion liberation potion formation station congregational,io,4
leave ele lever flew glee slew level blew legal plea,le,0
ole flew lever ele flee level lemon leave,le,0
leave ale level ele legal ole lever glee,le,0
ale plea glee blew slew flew leave ole legal learn,le,0
flew level leave lever ole learn blew ale,le,0
flew ale glee plea lemon blew legal flee,le,0
ule learn ale ole flee leave lemon ele slew,le,0
ule plea legal leave flew lever ele learn level blew,le,0
lemon slew blew ele flew ole flee learn,le,0
ole ale learn plea level ule lever leave blew lemon,le,0
lees ule slew leash lewd lean flew learn,le,1
plea leaky lead ole level leap ledge ele leave blew,le,1
flee ale levy glee leaf leer lend lever lease,le,1
flee glee legal leaf level plea lest lease flew lens,le,1
lewd lees leaf ledge slew levy flee learn,le,1
legal flee ledge learn ele slew lees ole leash,le,1
leer lean ule lead slew levy lees flew leave,le,1
lead ele ledge lean ule learn lewd lever,le,1
leap ale blew ule leaf ledge learn slew lease,le,1
blew lemon ele plea lever slew lean leave,le,1
lever griddle bottle leap legal ale diddle leer leaf,le,2
slew straddle lemon lewd lees muddle ele cuddle lean,le,2
leave blew little level lest ole saddle huddle lease,le,2
handle lens gentle learn fiddle leash middle battle waddle riddle,le,2
ledge kindle flee paddle leaky ule puddle glee flew,le,2
gentle plea ole lean glee fiddle leaky bottle,le,2
paddle fiddle middle gentle lean lemon huddle flee,le,2
bottle learn leave lest waddle slew glee legal middle,le,2
glee lever ele castle griddle learn puddle lease lean,le,2
leaf ale puddle leap leash flee fiddle glee lest,le,2
glee puddle sensible leaky lees telescope waddle reasonable legal terrible,le,3
ule muddle legislate saddle unstable slew ele leaf leash battle,le,3
leave plea lemon castle fiddle riddle diddle excellence reliable lens,le,3
molecule bottle huddle lever gentle lease leer ale valuable,le,3
learn challenge lead celebrate handle lean cuddle flee comfortable,le,3
leap little griddle ole level paddle flew blew,le,3
syllable favorable lewd vegetable lend middle horrible lest,le,3
kindle level excellence bottle sensible telescope castle challenge,le,3
puddle plea celebrate muddle horrible lease lewd bottle terrible,le,3
favorable lemon sensible syllable leash legislate lease leer leap,le,3
ledge lewd leave waddle legislate huddle favorable telescopically challengingly,le,4
glee celebrate molecularly terrible comfortable reasonable levy unstable straddle,le,4
griddle diddle cuddle challenge horrible muddle excellence lend gentle ele,le,4
lean vegetable lest lens ole lees saddle leer castle,le,4
reliable excellently telescope lemon flee blew little sensible,le,4
worthwhilely riddle celebratorily leash kindle handle ale valuable ule,le,4
legislatively battle lever paddle plea level puddle molecule legal lead,le,4
bottle middle leap slew fiddle lease leaky leaf,le,4
saddle legal ole terrible sensible challenge favorable celebrate leash,le,4
lest syllable gentle celebratorily challenge legislate puddle glee,le,4
vent veto verb vest vein vex veg verse veil very,ve,0
vent veg verse vet vest veil vex veto venue,ve,0
veil vest vet venue verse vex veg very verb vein,ve,0
vent eve vein vet verse very vest venue verb,ve,0
verb veil vest eve veto veg vex verse very,ve,0
eve vent vex vest verb veto veg veil,ve,0
venue very verse vent eve veg verb vest,ve,0
vest verb eve vet veto vein vex very veg,ve,0
vex vent eve vet venue vest veil verb,ve,0
vein vest verse very venue veil vex veto verb,ve,0
veg velvet vex veto vent very vein verse verbal,ve,1
vet vent vein vest veto venue vessel vex eve veg,ve,1
vent veto verify vex veg vet very eve veil,ve,1
very verify veg vein velvet vest vent verse veto,ve,1
venue vein veil veto vet verb verify verbal,ve,1
venue veto vest vet veg vein vex verse verbal,ve,1
vein veg very verbal vet verify velvet venom,ve,1
vest eve vein velvet verse veto veil venom verbal,ve,1
verify vet vent eve veto venue vessel verbal,ve,1
eve vessel velvet very veto vest vet venom,ve,1
veto arrive vest velvet verbal very vessel eve,ve,2
venom rave vein brave verb survive hive have,ve,2
live vet five give veg vent cave grave vex strive,ve,2
thrive venue verify wave drive save crave veil pave,ve,2
revive strive veto survive very save arrive verse venom cave,ve,2
hive vein have wave rave vet vessel verbal vent cave,ve,2
verbal crave eve give venom very vest wave verify brave,ve,2
arrive save hive vent have pave rave vest,ve,2
grave verb strive verify revive wave verse veto crave,ve,2
arrive vein vest veil pave verb eve grave vex hive,ve,2
objectively verb wave thrive crave give vent actively,ve,3
eve overwhelming vest development strive save veil velvet venue,ve,3
live arrive everything vet veto vessel positively veg hive relatively,ve,3
creatively decisively exclusively five revive eventually pave adventure,ve,3
cave have rave brave extensively drive grave survive venom,ve,3
effectively gave inclusively verbal verse verify overture vein,ve,3
verb adventure gave vent very brave positively inventive,ve,3
eve venom everything venue vet cave creatively exclusively,ve,3
positively give verse verb vein overture drive cave adventure survive,ve,3
arrive verb vein achievement live overture inventive extensively drive everything,ve,3
cave actively innovatively everything save developmentally vest vet revive velvet,ve,4
veto thrive objectively inventively effectively exclusively verse very verbal overwhelming,ve,4
veil eventually drive strive give verify adventurously decisively inclusively,ve,4
live positively five gave overture venue inventive veg adventure,ve,4
vein vessel verb arrive creatively wave pave brave,ve,4
development overarchingly achievement survive venom eve hive crave,ve,4
effectively five inventively overwhelmingly overture veil adventurously drive have,ve,4
decisively drive pave have adventure inventive verbal arrive,ve,4
verse revive inventively inventive eventually brave relatively gave velvet,ve,4
rave overwhelmingly live adventure relatively overture developmentally verbal objectively,ve,4
cord cob cost coo cold coy cow core,co,0
cone cod coat coin coil col cog copy colt cop,co,0
coin cow cold cob copy cost col coy coat,co,0
coin cog cop cob cow copy cot col core,co,0
coy code cot coin copy core coat colt cone col,co,0
core coin cord colt cot coil cod cob cog coat,co,0
cone coat copy cop cold code coo cost,co,0
coy code cod cop colt col copy cot,co,0
coo cod cone cog cob coat core cord cold,co,0
cow copy coy cog cob cop coo cost coil code,co,0
cob coin cold cop court couch cord cover coven col,co,1
color coo colt could coupe cod coil comic,co,1
count cost covert core coup cobra coach cough,co,1
corps cog coast cow coy coat cone coral comet,co,1
core comet cord code cobra coven cot coup cone coy,co,1
comet court cob cog couch corps coast cop comic cold,co,1
cough coach covert coin coat count colt color,co,1
cord cobra coat coupe corps cob cold cod,co,1
col count coin coast coupe coat cover cough,co,1
code cord coupe comet cod coo cot colt count coin,co,1
collar court cold corps comet cover coup conduct coward,co,2
cosmic coo code coach covert could correct cod cowboy coat,co,2
cone comic cord convey count cog cobra cough,co,2
complex coast core cop cob cot conflict contain copy,co,2
combat couch comfort cotton coy coil column coral,co,2
corner coupe cow conform confirm costly color cost,co,2
coffee correct cot cord confirm cough comic coast,co,2
comfort cot cobra cost couch count coastal cotton comet,co,2
could coup cod coffee cotton costly corner coupe comet coach,co,2
cost cot cow convey colt coy coward coffee coast,co,2
could conflict consider color comfort connection court conduct cowboy,co,3
corruption contain coffee cod code cold condition confirm correction cone,co,3
coo count coral comprehend correct core comet coincidence covert,co,3
commander cough collar corporation combat cord conform coil,co,3
commerce coach coastal column convey conviction copy conjunction comic colt,co,3
cotton cosmic coat conclude computer coup cow coy,co,3
corner costly cob cop cog coupe cooperate corps construct coward,co,3
cobra col complex coven cot couch cover coast completion,co,3
couch conduct copy convey coil complex condition comet conviction covert,co,3
coach coy conduct commerce coup cobra comfort count cowboy,co,3
combat corporation costly commander copy cot complete convey competitively comprehensively,co,4
cosmic coup conjunction confrontationally collection conceptually conclude cooperate connection,co,4
cost comparatively cop conventionally colt col completion conflict coincidence confirm,co,4
cord coil coast cod consequentially computer comic cover compositely,co,4
coastal coffee comfort count correct cowboy coin court,co,4
connotatively complex cough cold core condition cone cobra conscientiously,co,4
congregationally cow comet constructively conform collar column construct correction,co,4
cog cotton comprehend color corruption conduct cob correspondingly,co,4
coat covert corps could coach corner coven collaboratively coupe comprehensibly,co,4
commerce constitutionally conclusively commercially contain consider coo conviction computationally coward,co,4
metal meal merit memo meter mew melt menu meet,me,0
mega met meek med merge mel media mean mesh mend,me,0
melt mega mew merge meal mesh med meter mean mend,me,0
memo med menu merit metal meal mend men,me,0
meet media met merge meek mend meter mew metal memo,me,0
mega mew med melt meek menu media mean metal met,me,0
mew mean merge meal memo media mega menu men,me,0
mean mel med merit meal mend meek men menu mesh,me,0
melt men metal mel merit meek meter meet,me,0
mega merge meal menu memo med meek media meter men,me,0
mesh meal med memo message mew merge member,me,1
melt measly metro melee meet method merit mealy men mercy,me,1
mega meter metal media met menace meaty mend,me,1
meek measure melody mental mean medium meadow menu,me,1
merge med meter meal metro medium merit melee mercy,me,1
meter mesh mel men memo melt medium member mentor metro,me,1
menu method met measly melody mentor mealy meet meager mega,me,1
merge men meadow mealy meager metal memo meter met mew,me,1
men melee meet melody mesh mentor meal menace mealy,me,1
met metal merit member med melee mega menu metro,me,1
melt mechanism medieval mental med mesh mega mellow metal,me,2
men measly meteorite meal meditation mentor met melee merit,me,2
theme meet mealy mew membership melody menace messenger,me,2
meter supreme measure mend medicine menu mean meaty meek,me,2
method merge memo media meadow memorable emerge melancholy,me,2
menace mesh membership meter melody medicine mentor meteorite emerge extreme,me,2
medium message meager mercy scheme mel member metro,me,2
theme measly medicine scheme men mega med mel message,me,2
memorable mesh emerge med mew merit melody media mental meditation,me,2
melt memo menace method medicine med merge meditation,me,2
mel measly fundamentally merit extreme meteorite meet mean mesh,me,3
mellow melancholy message mentor meditation mega medicine media method merge,me,3
mental melt measure melee medieval meaty meter metro meek,me,3
scheme extremely membership metal memo melody met supremely menace,me,3
experimentally meadow meager immediately supreme mew theme men,me,3
memorable mend meal mercy medium mechanism member mealy emerge,me,3
melee memorable extremely membership mental memo scheme meteorite,me,3
emerge method melt mesh men medicine theme met scheme messenger,me,3
med melt menace melee meet meal measure medicine,me,3
meal mew met melancholy measure mercy mental melody,me,3
mentor meteorite memorable meditation meet medieval emerge immediately melee,me,4
melt medium mental med supremely memo melody method meek mesh,me,4
meaty messenger supreme men theme membership merge menace message,me,4
medicine extreme extremely mercy merit mellow meager met,me,4
member fundamentally measly mew mel mega meadow metal mealy mechanism,me,4
melancholy meal experimentally scheme media mean menu measure,me,4
mental media memo mean memorable mew meteorite mellow supremely,me,4
mercy measly measure mend mel messenger membership emerge,me,4
med meek message menu meager meditation mellow mega medium mentor,me,4
mellow med melancholy medicine messenger experimentally mealy mesh,me,4
delta deep dec deny dear desk depot demo deer den,de,0
dew depth demon deem debut dev deck decal deal debt,de,0
deck demo decal dev debt deep depot dew delta,de,0
desk deck demo delta debut deer depth dec,de,0
depth deem desk deep den dear debt dev,de,0
debut deny deal dew deer depot den demon,de,0
deem decal demo debut den depot deep deal deer dev,de,0
debt deem deer demo demon delta debut dew deck depth,de,0
deny dear debut depot demo deep desk deck,de,0
deer depot debut demo deep debt deem delta,de,0
define debut dew deer deem demand deploy depth,de,1
dense debt defend desert den defeat depend derby deck,de,1
deal deduct detox deny degree demon decal dev,de,1
delete depart desire device defer decode dear delta,de,1
dev detox define design defer depot dear deal deduct demand,de,1
deck delete device depth desire deem decide detox,de,1
demand deploy delete desert derby delta depart defend,de,1
define demo dev dear deal decode degree decide deer depart,de,1
depart decode define desert defeat decide deduct dew device,de,1
derby decode deer delete delta decide define desert debut,de,1
demand deer define debut depend dev devastate deserve deploy,de,2
definition delete desire decide depot delta deep departure,de,2
dedication demo degree desk design desert deal deny den,de,2
democracy dear detox demon defeat depart device defer defend,de,2
dense describe developer debt dependent decal depth decode deck,de,2
devastate deem deal deliberate degree demon departure deep deserve debut,de,2
decode debut den dedication depth delete departure definition deck desire,de,2
device defend design dedication demand decode delivery delta,de,2
